0 0 0 1.11022e-14 0 -1.11022e-14 0 0 -1.11022e-14 3.33067e-14 -1.11022e-14 -3.33067e-14 4.44089e-14 -2.22045e-14 1.11022e-14 0 -1.11022e-14 1.11022e-14 -3.33067e-14 6.66134e-14 -6.66134e-14 3.33067e-14 2.22045e-14
-4.89561e-05 1.46324e-05 6.15122e-06 1.97601e-05 -9.56904e-06 -5.91116e-05 -5.53027e-05 3.9777e-05 0.000125602 4.68217e-05 -6.89045e-05 -0.000101718 -3.42528e-05 8.12138e-05 9.28188e-05 -2.30171e-05 -0.000101279 -4.98729e-05 5.32643e-05 4.44878e-05 -3.55536e-06 1.60854e-05 2.85035e-05
-0.000243923 0.000210345 8.4889e-05 7.28449e-05 -8.13558e-05 -0.000243328 -0.000153582 0.000171111 0.00044607 0.000167379 -0.000239462 -0.000359973 -0.000125876 0.000276059 0.000321086 -7.98813e-05 -0.000364282 -0.000196134 0.000171096 0.000170839 2.09202e-05 8.31184e-05 0.000119985
-0.00042348 0.000318226 0.000188685 0.000154838 -0.000251224 -0.00056834 -0.000274155 0.000425774 0.000995946 0.000374617 -0.000521966 -0.000793621 -0.000286297 0.00059032 0.000693218 -0.000182738 -0.000819983 -0.000463992 0.000354103 0.000398383 9.99459e-05 0.000233431 0.000306687
-0.000589881 0.000386098 0.000317862 0.000247041 -0.0005477 -0.00105018 -0.000406854 0.000839604 0.00181391 0.000682222 -0.000925975 -0.00141927 -0.000526365 0.00102858 0.00121495 -0.00034703 -0.00150036 -0.000876449 0.000605547 0.000744952 0.000256142 0.000497669 0.000621471
-0.000896981 0.000460623 0.000484424 0.00033434 -0.000997026 -0.00170697 -0.000544951 0.00145 0.00294307 0.00110483 -0.00146041 -0.00225145 -0.000856717 0.00159415 0.00189015 -0.000590486 -0.00243904 -0.00145629 0.000930247 0.00122814 0.000510663 0.000906529 0.00109758
-0.000378419 0.000582109 0.000655015 0.000391232 -0.00162413 -0.00255966 -0.000684741 0.0022961 0.00442988 0.00165739 -0.00213189 -0.00329985 -0.00128725 0.00228667 0.00271871 -0.000932179 -0.00366872 -0.00222501 0.00133343 0.00186431 0.000883451 0.00149103 0.00176805
-0.00025825 0.000751524 0.000879929 0.000422765 -0.00245331 -0.00363791 -0.000827054 0.00341706 0.00632181 0.00235413 -0.00294238 -0.0045657 -0.00182632 0.00309936 0.00369394 -0.00139138 -0.00521779 -0.00320082 0.00181968 0.00266682 0.00139241 0.00228181 0.00266444
-0.000153052 0.00097206 0.00114902 0.000421498 -0.00350775 -0.00497551 -0.000977166 0.00485021 0.00866448 0.00320782 -0.00388663 -0.00603822 -0.00247991 0.00401648 0.00480027 -0.00198629 -0.00710659 -0.00439642 0.00239207 0.00364419 0.00205206 0.00330766 0.00381502
-3.40691e-05 0.00124623 0.00146778 0.000388983 -0.00480966 -0.00661251 -0.00114657 0.00662756 0.0114979 0.00422902 -0.00494957 -0.00769156 -0.00325078 0.00501163 0.00601178 -0.00273269 -0.0093443 -0.00581699 0.00305135 0.00479825 0.00287208 0.00459366 0.00524255
0.000108525 0.00157762 0.00184572 0.000332818 -0.00637869 -0.00859337 -0.00135425 0.00877199 0.0148524 0.00542579 -0.0061041 -0.00948277 -0.00413781 0.00604709 0.00729177 -0.00364281 -0.0119267 -0.00745882 0.00379539 0.006123 0.0038559 0.00615914 0.00696196
0.000280167 0.00197124 0.00229583 0.000266338 -0.00822995 -0.0109644 -0.00162765 0.0112931 0.0187448 0.00680374 -0.00730953 -0.0113513 -0.00513554 0.00707465 0.00859369 -0.00472447 -0.0148356 -0.00930891 0.00461898 0.00760402 0.0049998 0.00801575 0.00897841
0.000484539 0.00243329 0.00283373 0.00020772 -0.0103719 -0.0137698 -0.00200311 0.0141834 0.0231752 0.00836644 -0.00851111 -0.0132202 -0.00623404 0.0080376 0.00986322 -0.00598078 -0.0180391 -0.0113455 0.00551372 0.00921883 0.00629252 0.0101661 0.011286
0.000724463 0.00297068 0.00347632 0.000178436 -0.0128044 -0.017048 -0.00252509 0.0174163 0.0281244 0.010116 -0.00964072 -0.0149986 -0.00741911 0.00887376 0.0110412 -0.00741023 -0.0214944 -0.0135394 0.00646837 0.0109378 0.00771551 0.0126028 0.0138674
0.00100224 0.00359035 0.00423998 0.000200959 -0.0155175 -0.0208265 -0.0032444 0.0209444 0.0335538 0.0120539 -0.0106189 -0.0165857 -0.00867284 0.00951909 0.0120669 -0.00900726 -0.0251503 -0.0158563 0.00746918 0.0127256 0.00924372 0.0153092 0.0166946
0.00131988 0.0042985 0.00513871 0.000296377 -0.018491 -0.0251184 -0.00421542 0.0247014 0.0394059 0.0141812 -0.0113581 -0.0178757 -0.0099744 0.00991132 0.0128816 -0.0107631 -0.0289512 -0.0182591 0.00850038 0.0145431 0.0108468 0.0182593 0.0197305
0.00167916 0.00509985 0.00618238 0.000482037 -0.0216947 -0.0299195 -0.00549258 0.0286044 0.0456071 0.016499 -0.0117662 -0.0187628 -0.011301 0.00999336 0.0134316 -0.0126667 -0.0328404 -0.0207103 0.00954476 0.0163492 0.0124906 0.0214203 0.0229314
0.00208162 0.00599713 0.00737547 0.000769814 -0.0250899 -0.0352075 -0.00712684 0.0325587 0.0520711 0.0190083 -0.0117513 -0.019146 -0.012629 0.00971611 0.0136707 -0.0147058 -0.0367638 -0.0231742 0.0105841 0.0181023 0.0141389 0.0247538 0.0262492
0.00252855 0.00699069 0.00871645 0.00116515 -0.0286313 -0.0409424 -0.00916243 0.0364626 0.058703 0.0217093 -0.0112256 -0.0189328 -0.0139342 0.00904065 0.0135621 -0.0168677 -0.0406721 -0.0256188 0.0115997 0.0197618 0.0157545 0.0282183 0.0296349
0.00302093 0.00807834 0.0101978 0.001667 -0.0322687 -0.0470688 -0.0116344 0.0402125 0.0654031 0.024601 -0.0101094 -0.018043 -0.0151934 0.0079396 0.0130796 -0.01914 -0.0445229 -0.0280171 0.0125726 0.0212896 0.0173013 0.0317712 0.03304
0.00355936 0.00925551 0.0118068 0.00226848 -0.03595 -0.0535189 -0.014567 0.0437076 0.0720708 0.0276801 -0.00833363 -0.0164101 -0.0163836 0.0063978 0.0122081 -0.0215109 -0.0482819 -0.0303477 0.0134844 0.0226507 0.0187447 0.0353705 0.0364194
0.00414398 0.0105155 0.0135261 0.00295816 -0.0396225 -0.0602166 -0.0179734 0.0468537 0.078608 0.0309404 -0.00584203 -0.0139822 -0.0174832 0.00441237 0.0109433 -0.0239696 -0.0519233 -0.0325951 0.014317 0.0238138 0.0200532 0.0389761 0.039732
0.00477446 0.0118498 0.0153358 0.00372153 -0.0432355 -0.0670815 -0.0218553 0.0495662 0.0849209 0.0343721 -0.00259239 -0.0107226 -0.0184712 0.00199214 0.00929169 -0.0265065 -0.0554294 -0.0347499 0.015053 0.0247516 0.0211984 0.0425513 0.0429418
0.00544993 0.0132488 0.0172138 0.00454257 -0.0467412 -0.0740321 -0.0262043 0.0517717 0.0909222 0.0379611 0.00144326 -0.00660829 -0.0193276 -0.000843293 0.00726878 -0.0291126 -0.0587903 -0.0368078 0.0156765 0.0254414 0.0221559 0.0460627 0.0460186
0.00616897 0.0147019 0.0191381 0.00540521 -0.0500963 -0.0809901 -0.0310032 0.0534093 0.0965324 0.0416895 0.0062789 -0.00162917 -0.0200329 -0.00406489 0.00489846 -0.0317802 -0.0620031 -0.0387695 0.0161722 0.0258643 0.0229049 0.0494812 0.0489371
0.00692969 0.0161984 0.0210872 0.00629443 -0.0532627 -0.0878823 -0.0362269 0.0544309 0.10168 0.0455349 0.0119153 0.00421347 -0.0205682 -0.00763558 0.00221135 -0.0345024 -0.0650704 -0.0406398 0.0165266 0.0260058 0.0234287 0.0527815 0.0516772
0.00772968 0.0177272 0.0230409 0.00719717 -0.0562081 -0.0946426 -0.0418448 0.054801 0.106304 0.0494713 0.0183412 0.0109086 -0.020915 -0.0115119 -0.000756531 -0.0372725 -0.0679997 -0.0424264 0.0167272 0.025855 0.023714 0.0559419 0.0542232
0.00856613 0.0192781 0.0249816 0.00810285 -0.0589062 -0.101214 -0.0478215 0.0544962 0.110349 0.0534687 0.0255342 0.018437 -0.0210551 -0.0156453 -0.00396523 -0.0400845 -0.0708017 -0.0441397 0.0167633 0.0254045 0.0237513 0.0589442 0.0565631
