0.01 1.7256e-19 9.46932e-20 -1.0708 -1.75517e-05 -9.58851e-06 -1.0708 -3.51033e-05 -1.9177e-05 -1.0708 -5.2655e-05 -2.87655e-05 -1.0708 -7.02066e-05 -3.8354e-05 -1.0708 -8.77583e-05 -4.79426e-05 -1.0708 -0.00010531 -5.75311e-05 -1.0708 -0.000122862 -6.71196e-05 -1.0708 -0.000140413 -7.67081e-05 -1.0708 -0.000157965 -8.62966e-05 -1.0708 -0.000175517 -9.58851e-05 -1.0708 -0.000193068 -0.000105474 -1.0708 -0.00021062 -0.000115062 -1.0708 -0.000228171 -0.000124651 -1.0708 -0.000245723 -0.000134239 -1.0708 -0.000263275 -0.000143828 -1.0708 -0.000280826 -0.000153416 -1.0708 -0.000298378 -0.000163005 -1.0708 -0.00031593 -0.000172593 -1.0708 -0.000333481 -0.000182182 -1.0708 -0.000351033 -0.00019177 -1.0708 -0.000368585 -0.000201359 -1.0708 -0.000386136 -0.000210947 -1.0708 -0.000403688 -0.000220536 -1.0708 -0.00042124 -0.000230124 -1.0708 -0.000438791 -0.000239713 -1.0708 -0.000456343 -0.000249301 -1.0708 -0.000473895 -0.00025889 -1.0708 -0.000491446 -0.000268478 -1.0708 -0.000508998 -0.000278067 -1.0708 -0.00052655 -0.000287655 -1.0708 -0.000544101 -0.000297244 -1.0708 -0.000561653 -0.000306832 -1.0708 -0.000579204 -0.000316421 -1.0708 -0.000596756 -0.000326009 -1.0708 -0.000614308 -0.000335598 -1.0708 -0.000631859 -0.000345186 -1.0708 -0.000649411 -0.000354775 -1.0708 -0.000666963 -0.000364363 -1.0708 -0.000684514 -0.000373952 -1.0708 -0.000702066 -0.00038354 -1.0708 -0.000719618 -0.000393129 -1.0708 -0.000737169 -0.000402717 -1.0708 -0.000754721 -0.000412306 -1.0708 -0.000772273 -0.000421894 -1.0708 -0.000789824 -0.000431483 -1.0708 -0.000807376 -0.000441071 -1.0708 -0.000824928 -0.00045066 -1.0708 -0.000842479 -0.000460249 -1.0708 -0.000860031 -0.000469837 -1.0708 -0.000877583 -0.000479426 -1.0708
0.05 -1.40344e-06 -7.63895e-07 -1.071 -1.8945e-05 -1.03444e-05 -1.07087 -3.64967e-05 -1.9934e-05 -1.07066 -5.40484e-05 -2.9525e-05 -1.07071 -7.16012e-05 -3.91156e-05 -1.07076 -8.91553e-05 -4.8706e-05 -1.07079 -0.000106711 -5.82965e-05 -1.07081 -0.000124268 -6.78874e-05 -1.07082 -0.000141826 -7.74788e-05 -1.07083 -0.000159386 -8.70709e-05 -1.07083 -0.000176947 -9.6664e-05 -1.07082 -0.00019451 -0.000106259 -1.07077 -0.000212073 -0.000115855 -1.07067 -0.000229593 -0.000125428 -1.07073 -0.000247111 -0.000135 -1.07078 -0.000264535 -0.000144519 -1.07079 -0.000281955 -0.000154035 -1.07081 -0.000299376 -0.000163552 -1.07081 -0.000316794 -0.000173067 -1.07082 -0.000334215 -0.000182584 -1.07082 -0.000351633 -0.000192099 -1.07081 -0.000369055 -0.000201616 -1.07081 -0.000386475 -0.000211133 -1.07081 -0.000403901 -0.000220652 -1.07081 -0.000421325 -0.000230171 -1.07081 -0.000438756 -0.000239693 -1.0708 -0.000456187 -0.000249216 -1.07079 -0.000473624 -0.000258742 -1.07078 -0.000491062 -0.000268269 -1.07077 -0.000508507 -0.000277799 -1.07077 -0.000525953 -0.000287331 -1.07076 -0.000543407 -0.000296866 -1.07077 -0.000560862 -0.000306403 -1.07077 -0.000578325 -0.000315943 -1.07079 -0.000595791 -0.000325485 -1.07081 -0.000613264 -0.00033503 -1.07084 -0.000630741 -0.000344576 -1.07087 -0.000648225 -0.000354126 -1.07086 -0.000665713 -0.000363678 -1.07087 -0.000683208 -0.000373235 -1.07082 -0.000700706 -0.000382794 -1.07079 -0.000718211 -0.000392357 -1.07076 -0.00073572 -0.000401924 -1.07074 -0.000753236 -0.000411494 -1.07075 -0.000770755 -0.000421066 -1.07075 -0.000788282 -0.000430641 -1.07078 -0.000805813 -0.000440218 -1.0708 -0.000823349 -0.000449799 -1.07081 -0.000840891 -0.000459381 -1.07082 -0.000858441 -0.000468968 -1.07081 -0.000875993 -0.000478556 -1.07081
0.09 -4.70221e-06 -2.56143e-06 -1.07081 -2.22534e-05 -1.21498e-05 -1.07078 -3.98048e-05 -2.17411e-05 -1.07058 -5.73567e-05 -3.13334e-05 -1.07068 -7.49109e-05 -4.09248e-05 -1.07077 -9.24673e-05 -5.05158e-05 -1.07083 -0.000110026 -6.01069e-05 -1.07089 -0.000127588 -6.96982e-05 -1.07094 -0.000145153 -7.92902e-05 -1.07097 -0.00016272 -8.88835e-05 -1.07096 -0.00018029 -9.84792e-05 -1.07087 -0.000197861 -0.00010808 -1.07064 -0.000215433 -0.000117687 -1.07024 -0.000232866 -0.000127221 -1.07044 -0.000250295 -0.000136749 -1.07058 -0.000267433 -0.000146114 -1.0707 -0.000284556 -0.00015547 -1.07079 -0.000301684 -0.000164826 -1.07085 -0.000318802 -0.000174176 -1.07089 -0.000335925 -0.000183528 -1.0709 -0.000353039 -0.000192876 -1.07091 -0.000370163 -0.000202228 -1.0709 -0.00038728 -0.000211577 -1.07089 -0.000404414 -0.000220935 -1.07088 -0.000421545 -0.000230292 -1.07088 -0.000438694 -0.000239659 -1.07084 -0.000455843 -0.000249028 -1.07081 -0.000473013 -0.000258408 -1.07075 -0.000490184 -0.00026779 -1.0707 -0.000507376 -0.000277185 -1.07067 -0.000524573 -0.000286582 -1.07064 -0.000541793 -0.000295993 -1.07067 -0.00055902 -0.000305407 -1.0707 -0.000576272 -0.000314833 -1.07079 -0.000593534 -0.000324262 -1.0709 -0.000610821 -0.000333703 -1.07101 -0.000628119 -0.000343146 -1.07116 -0.000645444 -0.000352603 -1.07112 -0.00066278 -0.000362067 -1.07112 -0.00068014 -0.000371546 -1.07094 -0.000697511 -0.000381034 -1.07079 -0.000714906 -0.000390538 -1.07066 -0.000732312 -0.000400052 -1.07054 -0.000749741 -0.000409579 -1.07056 -0.000767184 -0.000419114 -1.07057 -0.00078465 -0.000428659 -1.07068 -0.000802131 -0.00043821 -1.07079 -0.000819633 -0.000447771 -1.07085 -0.00083715 -0.000457339 -1.07092 -0.000854698 -0.000466923 -1.0709 -0.000872249 -0.000476508 -1.07091
0.13 -8.33574e-06 -4.54185e-06 -1.0707 -2.58865e-05 -1.41325e-05 -1.07068 -4.34369e-05 -2.37258e-05 -1.07047 -6.09881e-05 -3.33191e-05 -1.07066 -7.85422e-05 -4.29102e-05 -1.07082 -9.60993e-05 -5.24996e-05 -1.07095 -0.00011366 -6.20876e-05 -1.07109 -0.000131224 -7.16747e-05 -1.07121 -0.000148791 -8.12616e-05 -1.07128 -0.000166361 -9.08498e-05 -1.07122 -0.000183933 -0.000100442 -1.07097 -0.000201504 -0.000110044 -1.07039 -0.00021907 -0.000119661 -1.06938 -0.000236409 -0.000129161 -1.06974 -0.000253741 -0.00013865 -1.06998 -0.000270577 -0.000147861 -1.07033 -0.00028739 -0.000157053 -1.07061 -0.000304211 -0.000166243 -1.07082 -0.000321013 -0.00017542 -1.07098 -0.000337816 -0.000184594 -1.07105 -0.000354605 -0.00019376 -1.0711 -0.0003714 -0.000202928 -1.07109 -0.000388185 -0.000212092 -1.07108 -0.000404997 -0.00022127 -1.07108 -0.000421804 -0.000230445 -1.07109 -0.000438642 -0.000239639 -1.071 -0.000455479 -0.000248833 -1.07093 -0.00047235 -0.000258049 -1.07077 -0.000489223 -0.000267269 -1.07063 -0.000506134 -0.000276512 -1.07053 -0.000523052 -0.000285762 -1.07045 -0.000540013 -0.000295034 -1.07051 -0.000556985 -0.000304312 -1.07061 -0.000574004 -0.000313612 -1.07082 -0.00059104 -0.000322915 -1.07109 -0.000608124 -0.000332239 -1.07134 -0.000625228 -0.000341568 -1.07167 -0.000642381 -0.00035092 -1.07157 -0.000659554 -0.000360285 -1.07156 -0.000676771 -0.000369679 -1.07114 -0.000694007 -0.000379091 -1.07078 -0.000711284 -0.000388533 -1.07046 -0.000728582 -0.000397994 -1.07016 -0.000745918 -0.000407479 -1.07019 -0.000763281 -0.000416978 -1.0702 -0.000780683 -0.000426495 -1.07049 -0.000798113 -0.000436021 -1.07076 -0.00081558 -0.000445563 -1.07092 -0.000833074 -0.000455115 -1.0711 -0.00085062 -0.000464694 -1.07108 -0.000868172 -0.000474275 -1.07112
0.17 -1.13352e-05 -6.17677e-06 -1.07055 -2.88847e-05 -1.57697e-05 -1.07055 -4.64338e-05 -2.53648e-05 -1.07037 -6.39839e-05 -3.49586e-05 -1.07066 -8.15376e-05 -4.4548e-05 -1.07093 -9.90951e-05 -5.41336e-05 -1.07119 -0.000116657 -6.37153e-05 -1.07146 -0.000134222 -7.32936e-05 -1.07169 -0.000151792 -8.28697e-05 -1.07183 -0.000169363 -9.24466e-05 -1.07173 -0.000186934 -0.00010203 -1.07123 -0.0002045 -0.000111629 -1.0701 -0.000222054 -0.000121257 -1.06816 -0.000239323 -0.000130744 -1.06861 -0.000256581 -0.000140218 -1.06883 -0.000273194 -0.000149328 -1.06952 -0.000289776 -0.000158408 -1.07005 -0.000306367 -0.000167482 -1.07054 -0.000322933 -0.000176533 -1.07093 -0.00033948 -0.000185566 -1.07114 -0.000356007 -0.000194586 -1.0713 -0.000372521 -0.000203596 -1.07132 -0.000389022 -0.000212599 -1.07134 -0.000405557 -0.00022162 -1.07144 -0.000422087 -0.000230635 -1.07156 -0.000438654 -0.000239671 -1.07143 -0.000455221 -0.00024871 -1.07135 -0.000471831 -0.000257776 -1.07101 -0.000488444 -0.00026685 -1.07072 -0.000505109 -0.000275959 -1.07049 -0.000521783 -0.000285077 -1.0703 -0.000538516 -0.000294229 -1.07039 -0.000555268 -0.000303388 -1.07055 -0.000572085 -0.000312577 -1.0709 -0.000588928 -0.000321771 -1.07135 -0.000605838 -0.000330994 -1.07175 -0.000622778 -0.000340222 -1.07227 -0.000639789 -0.000349485 -1.0721 -0.000656828 -0.000358765 -1.07206 -0.000673931 -0.000368088 -1.07137 -0.00069106 -0.00037744 -1.07077 -0.000708242 -0.000386834 -1.07019 -0.000725453 -0.000396256 -1.06964 -0.000742718 -0.000405713 -1.06968 -0.000760018 -0.000415189 -1.0697 -0.000777371 -0.000424689 -1.07021 -0.000794765 -0.000434199 -1.0707 -0.000812208 -0.000443727 -1.071 -0.000829686 -0.000453267 -1.07131 -0.000847232 -0.000462841 -1.07129 -0.000864785 -0.000472419 -1.07137
0.21 -1.33825e-05 -7.29309e-06 -1.07037 -3.09304e-05 -1.68887e-05 -1.07041 -4.84783e-05 -2.64852e-05 -1.07032 -6.60278e-05 -3.60787e-05 -1.0707 -8.35814e-05 -4.56657e-05 -1.0711 -0.00010114 -5.52458e-05 -1.07153 -0.000118703 -6.48186e-05 -1.07199 -0.000136272 -7.43845e-05 -1.07239 -0.000153845 -8.39453e-05 -1.07263 -0.000171419 -9.3506e-05 -1.07249 -0.000188991 -0.000103075 -1.07173 -0.000206553 -0.000112668 -1.06998 -0.000224092 -0.000122303 -1.06692 -0.000241328 -0.000131801 -1.06728 -0.000258549 -0.000141287 -1.06727 -0.000275051 -0.000150366 -1.0682 -0.000291517 -0.000159409 -1.06889 -0.000307988 -0.000168438 -1.06976 -0.000324433 -0.000177435 -1.07046 -0.000340815 -0.000186387 -1.0709 -0.000357175 -0.000195318 -1.07126 -0.00037348 -0.000204213 -1.0714 -0.000389769 -0.000213098 -1.07152 -0.000406097 -0.000221998 -1.0719 -0.00042242 -0.000230888 -1.07232 -0.000438781 -0.000239795 -1.07224 -0.000455141 -0.000248703 -1.07223 -0.000471547 -0.000257642 -1.07163 -0.000487955 -0.000266594 -1.07112 -0.000504426 -0.00027559 -1.0707 -0.000520909 -0.000284601 -1.07037 -0.000537465 -0.000293655 -1.07043 -0.000554045 -0.000302719 -1.07061 -0.000570707 -0.000311822 -1.07106 -0.000587401 -0.00032093 -1.07166 -0.00060418 -0.000330074 -1.07212 -0.000620996 -0.000339226 -1.07274 -0.000637904 -0.000348423 -1.0725 -0.000654846 -0.000357642 -1.07243 -0.00067187 -0.000366916 -1.07152 -0.000688924 -0.000376226 -1.07072 -0.000706043 -0.000385589 -1.06989 -0.000723195 -0.000394988 -1.06909 -0.000740413 -0.000404432 -1.06912 -0.000757673 -0.000413899 -1.06915 -0.000774999 -0.000423393 -1.06989 -0.000792372 -0.000432897 -1.07061 -0.000809802 -0.000442419 -1.07099 -0.000827272 -0.000451954 -1.07138 -0.000844818 -0.000461526 -1.0714 -0.000862371 -0.000471101 -1.07148
0.25 -1.45672e-05 -7.9398e-06 -1.07018 -3.21136e-05 -1.75381e-05 -1.07026 -4.96605e-05 -2.71358e-05 -1.07029 -6.72097e-05 -3.67285e-05 -1.07078 -8.47639e-05 -4.63122e-05 -1.07133 -0.000102324 -5.58859e-05 -1.07194 -0.00011989 -6.54486e-05 -1.0726 -0.000137463 -7.50007e-05 -1.07319 -0.000155041 -8.45447e-05 -1.07355 -0.000172621 -9.40872e-05 -1.0734 -0.000190196 -0.00010364 -1.07241 -0.000207756 -0.000113222 -1.07011 -0.000225286 -0.000122861 -1.06608 -0.000242521 -0.00013238 -1.06611 -0.000259736 -0.000141894 -1.06562 -0.000276228 -0.000151004 -1.06654 -0.000292682 -0.000160076 -1.06715 -0.000309132 -0.000169126 -1.06838 -0.000325556 -0.000178139 -1.06936 -0.000341857 -0.000187066 -1.07011 -0.000358136 -0.000195966 -1.07073 -0.000374298 -0.000204792 -1.07112 -0.000390443 -0.000213602 -1.07146 -0.000406629 -0.00022242 -1.07239 -0.000422813 -0.000231218 -1.07336 -0.000439026 -0.000240021 -1.07345 -0.00045524 -0.000248822 -1.07366 -0.000471492 -0.000257651 -1.07273 -0.000487747 -0.000266499 -1.07196 -0.000504073 -0.000275402 -1.07129 -0.000520411 -0.000284323 -1.07079 -0.000536836 -0.000293298 -1.07075 -0.000553287 -0.000302285 -1.0709 -0.000569834 -0.000311319 -1.07133 -0.000586419 -0.000320362 -1.07197 -0.000603101 -0.000329446 -1.07236 -0.000619825 -0.000338543 -1.07297 -0.00063666 -0.000347696 -1.07266 -0.000653534 -0.000356876 -1.07255 -0.000670505 -0.00036612 -1.07154 -0.000687511 -0.000375404 -1.07067 -0.00070459 -0.000384749 -1.06961 -0.000721706 -0.000394136 -1.0686 -0.000738898 -0.000403578 -1.06862 -0.000756136 -0.000413043 -1.06863 -0.00077345 -0.000422541 -1.06954 -0.000790815 -0.000432046 -1.07043 -0.000808239 -0.000441569 -1.07078 -0.000825706 -0.000451108 -1.07111 -0.000843249 -0.000460684 -1.07121 -0.0008608 -0.000470262 -1.07126
0.29 -1.51378e-05 -8.25262e-06 -1.06998 -3.26827e-05 -1.78535e-05 -1.07014 -5.0229e-05 -2.74519e-05 -1.07031 -6.77785e-05 -3.70432e-05 -1.07089 -8.5334e-05 -4.66233e-05 -1.07158 -0.000102897 -5.61904e-05 -1.07238 -0.000120467 -6.57431e-05 -1.07322 -0.000138045 -7.5282e-05 -1.07397 -0.000155628 -8.48103e-05 -1.07443 -0.000173214 -9.43359e-05 -1.07428 -0.000190793 -0.000103873 -1.07314 -0.000208355 -0.000113444 -1.07051 -0.000225882 -0.000123078 -1.06588 -0.000243137 -0.000132619 -1.06536 -0.000260367 -0.000142166 -1.0642 -0.000276915 -0.000151341 -1.0648 -0.000293423 -0.000160484 -1.06502 -0.000309915 -0.000169601 -1.06648 -0.000326383 -0.000178676 -1.06761 -0.000342663 -0.000187625 -1.0687 -0.000358921 -0.000196541 -1.06957 -0.000374994 -0.000205338 -1.07035 -0.000391051 -0.000214111 -1.07104 -0.000407146 -0.00022288 -1.07279 -0.000423246 -0.000231616 -1.07457 -0.000439356 -0.000240335 -1.07498 -0.000455472 -0.000249046 -1.07556 -0.000471611 -0.000257778 -1.07429 -0.000487751 -0.000266534 -1.07324 -0.000503969 -0.000275354 -1.07231 -0.0005202 -0.000284198 -1.07164 -0.000536527 -0.000293103 -1.07143 -0.000552881 -0.000302024 -1.07148 -0.000569343 -0.000311001 -1.07176 -0.000585843 -0.00031999 -1.0723 -0.000602452 -0.00032903 -1.07249 -0.000619105 -0.000338087 -1.07294 -0.000635885 -0.000347212 -1.07257 -0.000652708 -0.000356365 -1.07243 -0.000669644 -0.000365593 -1.07144 -0.000686618 -0.000374861 -1.0706 -0.000703671 -0.000384195 -1.06937 -0.000720763 -0.000393577 -1.06821 -0.000737943 -0.000403021 -1.06818 -0.00075517 -0.000412491 -1.06816 -0.00077248 -0.000421996 -1.06914 -0.000789843 -0.000431508 -1.0701 -0.000807265 -0.000441039 -1.07028 -0.000824727 -0.000450589 -1.07038 -0.000842264 -0.000460177 -1.07062 -0.00085981 -0.000469766 -1.07059
0.33 -1.5335e-05 -8.36297e-06 -1.06981 -3.28787e-05 -1.79659e-05 -1.07004 -5.04248e-05 -2.75645e-05 -1.07035 -6.7975e-05 -3.7154e-05 -1.07103 -8.55322e-05 -4.67303e-05 -1.07185 -0.000103098 -5.6291e-05 -1.07279 -0.000120672 -6.58348e-05 -1.07378 -0.000138255 -7.53622e-05 -1.07464 -0.000155844 -8.48773e-05 -1.07518 -0.000173435 -9.4389e-05 -1.07504 -0.00019102 -0.000103912 -1.07386 -0.000208586 -0.00011347 -1.07111 -0.000226116 -0.000123095 -1.0663 -0.0002434 -0.00013265 -1.06513 -0.000260654 -0.000142224 -1.06321 -0.000277289 -0.000151475 -1.06321 -0.00029388 -0.000160706 -1.06277 -0.000310442 -0.00016991 -1.06427 -0.000326983 -0.000179073 -1.06534 -0.000343277 -0.000188074 -1.06671 -0.000359552 -0.000197039 -1.06778 -0.000375575 -0.000205841 -1.06906 -0.000391586 -0.000214612 -1.07019 -0.00040763 -0.000223359 -1.07298 -0.000423686 -0.000232057 -1.0758 -0.00043973 -0.000240709 -1.07669 -0.000455782 -0.000249345 -1.07777 -0.000471837 -0.000257989 -1.07618 -0.000487891 -0.000266663 -1.07487 -0.000504028 -0.000275407 -1.07372 -0.000520178 -0.000284179 -1.0729 -0.00053643 -0.000293019 -1.07247 -0.00055271 -0.00030188 -1.07239 -0.000569105 -0.000310804 -1.07238 -0.00058554 -0.000319747 -1.07271 -0.00060209 -0.000328749 -1.07259 -0.000618684 -0.000337775 -1.07277 -0.00063542 -0.000346881 -1.07233 -0.000652201 -0.000356017 -1.07215 -0.000669108 -0.000365234 -1.07125 -0.000686057 -0.000374492 -1.07054 -0.000703093 -0.000383819 -1.06916 -0.000720167 -0.000393197 -1.06788 -0.00073734 -0.000402646 -1.06777 -0.000754561 -0.000412122 -1.06768 -0.000771871 -0.000421638 -1.06865 -0.000789232 -0.000431161 -1.06957 -0.000806652 -0.000440706 -1.06944 -0.000824107 -0.000450275 -1.06916 -0.000841633 -0.000459882 -1.06958 -0.000859169 -0.00046949 -1.06942
0.37 -1.53277e-05 -8.36299e-06 -1.06967 -3.28706e-05 -1.79674e-05 -1.06998 -5.04167e-05 -2.75657e-05 -1.07043 -6.79681e-05 -3.7153e-05 -1.07119 -8.55272e-05 -4.67254e-05 -1.07212 -0.000103096 -5.62803e-05 -1.07317 -0.000120674 -6.58163e-05 -1.07425 -0.000138261 -7.53345e-05 -1.0752 -0.000155855 -8.48391e-05 -1.07578 -0.000173452 -9.43394e-05 -1.07568 -0.000191042 -0.000103851 -1.07454 -0.000208614 -0.000113395 -1.07187 -0.00022615 -0.000123005 -1.06719 -0.000243466 -0.000132566 -1.06535 -0.000260748 -0.000142158 -1.06269 -0.000277472 -0.000151479 -1.06191 -0.00029415 -0.000160796 -1.06062 -0.000310787 -0.000170089 -1.06196 -0.000327403 -0.000179348 -1.06277 -0.000343731 -0.00018842 -1.0643 -0.000360041 -0.000197455 -1.06543 -0.000376046 -0.00020629 -1.06725 -0.000392042 -0.000215084 -1.06886 -0.000408064 -0.000223835 -1.07286 -0.000424109 -0.000232516 -1.07685 -0.00044011 -0.000241117 -1.07837 -0.000456125 -0.000249693 -1.08008 -0.000472117 -0.000258258 -1.07823 -0.000488106 -0.000266856 -1.07672 -0.000504182 -0.00027553 -1.07543 -0.000520272 -0.000284235 -1.07452 -0.000536466 -0.000293012 -1.07386 -0.000552689 -0.000301815 -1.07362 -0.00056903 -0.000310688 -1.07323 -0.000585411 -0.000319586 -1.07325 -0.000601911 -0.000328555 -1.07274 -0.000618455 -0.000337554 -1.07259 -0.000635151 -0.000346643 -1.07207 -0.000651895 -0.000355765 -1.07184 -0.000668777 -0.000364975 -1.07104 -0.000685704 -0.000374223 -1.07047 -0.000702724 -0.000383545 -1.06896 -0.000719782 -0.00039292 -1.06758 -0.000736951 -0.000402374 -1.06734 -0.000754165 -0.000411857 -1.06715 -0.000771475 -0.000421386 -1.06801 -0.000788834 -0.000430923 -1.06882 -0.000806248 -0.000440487 -1.06827 -0.000823692 -0.000450081 -1.0675 -0.000841203 -0.000459716 -1.06812 -0.000858724 -0.000469351 -1.06777
