t sr.HeadDorsalOutput sr.HeadVentralOutput sr.VCDorsalOutput:1 sr.VCVentralAOutput:1 sr.VCVentralPOutput:1 sr.VCDorsalOutput:2 sr.VCVentralAOutput:2 sr.VCVentralPOutput:2 sr.VCDorsalOutput:3 sr.VCVentralAOutput:3 sr.VCVentralPOutput:3 sr.VCDorsalOutput:4 sr.VCVentralAOutput:4 sr.VCVentralPOutput:4 sr.VCDorsalOutput:5 sr.VCVentralAOutput:5 sr.VCVentralPOutput:5 sr.VCDorsalOutput:6 sr.VCVentralAOutput:6 sr.VCVentralPOutput:6 DB:1 DD:1 VBA:1 VBP:1 VDA:1 VDP:1 DB:2 DD:2 VBA:2 VBP:2 VDA:2 VDP:2 DB:3 DD:3 VBA:3 VBP:3 VDA:3 VDP:3 DB:4 DD:4 VBA:4 VBP:4 VDA:4 VDP:4 DB:5 DD:5 VBA:5 VBP:5 VDA:5 VDP:5 DB:6 DD:6 VBA:6 VBP:6 VDA:6 VDP:6 m.DorsalMuscleOutput:1 m.VentralMuscleOutput:1 m.DorsalMuscleOutput:2 m.VentralMuscleOutput:2 m.DorsalMuscleOutput:3 m.VentralMuscleOutput:3 m.DorsalMuscleOutput:4 m.VentralMuscleOutput:4 m.DorsalMuscleOutput:5 m.VentralMuscleOutput:5 m.DorsalMuscleOutput:6 m.VentralMuscleOutput:6 m.DorsalMuscleOutput:7 m.VentralMuscleOutput:7 m.DorsalMuscleOutput:8 m.VentralMuscleOutput:8 m.DorsalMuscleOutput:9 m.VentralMuscleOutput:9 m.DorsalMuscleOutput:10 m.VentralMuscleOutput:10 m.DorsalMuscleOutput:11 m.VentralMuscleOutput:11 m.DorsalMuscleOutput:12 m.VentralMuscleOutput:12 m.DorsalMuscleOutput:13 m.VentralMuscleOutput:13 m.DorsalMuscleOutput:14 m.VentralMuscleOutput:14 m.DorsalMuscleOutput:15 m.VentralMuscleOutput:15 m.DorsalMuscleOutput:16 m.VentralMuscleOutput:16 m.DorsalMuscleOutput:17 m.VentralMuscleOutput:17 m.DorsalMuscleOutput:18 m.VentralMuscleOutput:18 m.DorsalMuscleOutput:19 m.VentralMuscleOutput:19 m.DorsalMuscleOutput:20 m.VentralMuscleOutput:20 m.DorsalMuscleOutput:21 m.VentralMuscleOutput:21 m.DorsalMuscleOutput:22 m.VentralMuscleOutput:22 m.DorsalMuscleOutput:23 m.VentralMuscleOutput:23 m.DorsalMuscleOutput:24 m.VentralMuscleOutput:24
0.01 -7.57478e-14 -8.8861e-14 -9.7703e-14 -1.02343e-13 -1.81615e-13 -8.38422e-14 -7.45057e-14 -6.5271e-14 -1.9115e-13 -1.95806e-13 -1.07237e-13 1.49185e-13 9.79063e-14 9.3253e-14 -1.07218e-13 6.05525e-14 -2.18922e-13 -3.30417e-13 -3.81837e-13 -5.59114e-14 0.982788 0.0619015 0.983839 0.987113 0.0618856 0.0764441 0.98657 0.0323361 0.99188 0.989971 0.0531013 0.0494034 0.987088 0.0622406 0.987841 0.985745 0.051661 0.0396136 0.992332 0.0615355 0.991822 0.991773 0.0529277 0.0402484 0.988045 0.0684764 0.987876 0.988448 0.0322046 0.0797213 0.988827 0.056463 0.990035 0.98842 0.0474871 0.0684198 0.00246101 0.00154436 0.00240974 0.00151219 0.00235847 0.00148001 0.00230719 0.00144784 0.00225592 0.00141567 0.00220465 0.00138349 0.0601917 0.0602561 0.0587586 0.0589189 0.0573255 0.0575769 0.0561092 0.05641 0.0546705 0.0549108 0.0532318 0.0534143 0.0518186 0.0518588 0.0503792 0.0503651 0.0489398 0.0488745 0.0477529 0.0477288 0.0463058 0.0462816 0.0448588 0.0448345 0.0432238 0.0432181 0.041783 0.0417885 0.0403422 0.0403582 0.0389327 0.0389807 0.0374908 0.0375059 0.0360488 0.0360335
0.05 0.389971 0.390134 -0.084717 -0.0814473 0.0272909 0.918268 0.912077 1.23763 1.21674 1.22441 1.18541 1.06646 1.06129 0.98781 0.824604 0.824569 0.729533 0.521144 0.521321 0.416912 0.951991 0.0647903 0.954509 0.962702 0.0655848 0.0783775 0.962155 0.0367898 0.97521 0.970726 0.0556154 0.0517277 0.965233 0.0633228 0.965944 0.963333 0.0547207 0.0433775 0.975312 0.0637887 0.975319 0.974628 0.0557084 0.0435564 0.967356 0.0701214 0.966016 0.966976 0.0363794 0.080485 0.967369 0.0599263 0.970288 0.966524 0.0517518 0.0708807 0.0146884 0.00994029 0.0143824 0.0097332 0.0140763 0.00952612 0.0137703 0.00931903 0.0134643 0.00911194 0.0131583 0.00890485 0.242644 0.243096 0.236867 0.238012 0.231089 0.232893 0.226913 0.229076 0.221095 0.222829 0.215277 0.216602 0.209824 0.20999 0.203996 0.203904 0.198167 0.197832 0.193889 0.193833 0.188014 0.187927 0.182139 0.182023 0.175143 0.175017 0.169305 0.169248 0.163467 0.163475 0.15771 0.158049 0.151869 0.151983 0.146028 0.145934
0.09 1.31646 1.31695 -0.153343 -0.154341 0.212975 3.01195 2.99703 4.02789 4.00245 4.0438 3.9317 3.56571 3.53829 3.30668 2.78882 2.78743 2.47293 1.76773 1.76721 1.41267 0.886529 0.0677616 0.890976 0.90912 0.0691383 0.0801324 0.918603 0.0413274 0.942146 0.937543 0.0580945 0.0540755 0.929882 0.0647017 0.930114 0.928075 0.057745 0.0471279 0.942524 0.0660694 0.944346 0.94161 0.0585302 0.0469266 0.929698 0.0718879 0.926186 0.926091 0.0406434 0.0815068 0.924075 0.0633628 0.929138 0.921305 0.0559552 0.0733943 0.0216625 0.0154898 0.0212112 0.0151671 0.0207599 0.0148444 0.0203086 0.0145217 0.0198573 0.014199 0.019406 0.0138763 0.351272 0.352373 0.342909 0.345911 0.334545 0.339354 0.331688 0.337004 0.323183 0.327638 0.314678 0.318311 0.307829 0.308012 0.299278 0.299089 0.290727 0.290186 0.285208 0.285358 0.276566 0.276539 0.267923 0.26773 0.256883 0.256396 0.248321 0.247924 0.239758 0.239447 0.230829 0.231643 0.22228 0.222515 0.213731 0.213429
0.13 2.31095 2.31151 -0.141224 -0.172184 0.445002 5.18097 5.16613 6.97142 7.02543 7.14173 6.97251 6.34968 6.27347 5.86835 4.96624 4.9613 4.39373 3.11129 3.10546 2.46725 0.784973 0.0706823 0.789051 0.823721 0.0723796 0.0814432 0.867856 0.0459125 0.89941 0.904485 0.0604461 0.0562964 0.896961 0.066291 0.897482 0.896085 0.0606996 0.050812 0.905538 0.0683291 0.909233 0.902409 0.0613212 0.0503116 0.885182 0.0736522 0.8796 0.874331 0.0449291 0.0827284 0.863966 0.0666514 0.869365 0.854714 0.0600014 0.0758918 0.02486 0.0186785 0.0243421 0.0182894 0.0238242 0.0179002 0.0233063 0.0175111 0.0227883 0.017122 0.0222704 0.0167328 0.40353 0.405204 0.393922 0.399757 0.384315 0.394106 0.390721 0.399905 0.380702 0.38926 0.370684 0.378636 0.365765 0.365941 0.355605 0.355399 0.345445 0.344879 0.339 0.339619 0.328727 0.328792 0.318455 0.317998 0.303974 0.302917 0.293842 0.292638 0.28371 0.282371 0.271296 0.272578 0.261248 0.261332 0.2512 0.250175
0.17 3.06392 3.06167 -0.0728172 -0.16759 0.593745 6.73571 6.72764 9.20563 9.5238 9.76752 9.6136 8.80086 8.65039 8.0889 6.84626 6.83009 6.02402 4.20811 4.19052 3.2985 0.675045 0.0733849 0.673908 0.728226 0.0752161 0.0821513 0.825619 0.0505271 0.861202 0.885959 0.0626798 0.0582728 0.881141 0.0680912 0.883928 0.88225 0.0635864 0.0544242 0.882605 0.0705416 0.886335 0.874114 0.0640843 0.0537271 0.851125 0.0753552 0.844461 0.829659 0.0491889 0.0841719 0.805721 0.069657 0.807936 0.784095 0.0638557 0.0783907 0.0259063 0.0203558 0.0253666 0.0199317 0.0248269 0.0195076 0.0242871 0.0190836 0.0237474 0.0186595 0.0232077 0.0182354 0.414699 0.416006 0.404826 0.413752 0.394952 0.411124 0.420471 0.433227 0.40969 0.42353 0.398909 0.413759 0.399774 0.400226 0.38867 0.388728 0.377565 0.377252 0.369536 0.370585 0.358338 0.358175 0.34714 0.345839 0.329049 0.327402 0.318081 0.315545 0.307112 0.303754 0.289677 0.291001 0.278948 0.278126 0.268219 0.265412
0.21 3.46297 3.44947 0.0183038 -0.164385 0.609705 7.4465 7.42888 10.4087 11.2417 11.6708 11.6488 10.7481 10.5145 9.8209 8.29961 8.2522 7.23827 4.98012 4.94596 3.84822 0.585787 0.0757624 0.576316 0.647315 0.0777011 0.0823551 0.795013 0.0551769 0.832888 0.8812 0.0648431 0.0599624 0.881474 0.0701546 0.888281 0.886364 0.0664318 0.0579901 0.879031 0.0727288 0.881073 0.863565 0.0668951 0.0572411 0.83512 0.0770188 0.827909 0.801655 0.0534189 0.0859061 0.76322 0.0723138 0.75956 0.725747 0.0675658 0.0809856 0.0257742 0.0210788 0.0252373 0.0206397 0.0247003 0.0202005 0.0241633 0.0197614 0.0236264 0.0193222 0.0230894 0.0188831 0.401455 0.400941 0.391897 0.403165 0.382338 0.404816 0.433271 0.448904 0.422162 0.442148 0.411052 0.435142 0.421245 0.422504 0.409544 0.410353 0.397842 0.398225 0.387911 0.389047 0.376156 0.375221 0.364401 0.361522 0.342152 0.340018 0.330747 0.326441 0.319342 0.313019 0.29518 0.295844 0.284247 0.281528 0.273315 0.26747
0.25 3.54809 3.50924 0.103983 -0.16947 0.515069 7.44236 7.36961 10.6732 12.2228 12.8926 13.1239 12.2367 11.9345 11.1321 9.3962 9.28526 8.09539 5.48999 5.43564 4.17493 0.524033 0.0778104 0.505963 0.587801 0.0799487 0.0822912 0.770552 0.0598641 0.81014 0.881971 0.0669597 0.061376 0.889517 0.0725253 0.901308 0.900366 0.0692579 0.0615227 0.888843 0.0749477 0.888795 0.867085 0.0698294 0.0609123 0.834392 0.0786954 0.826353 0.788984 0.0576484 0.0879898 0.738131 0.0746463 0.727544 0.684252 0.0712104 0.0837694 0.0250388 0.0212117 0.0245172 0.0207698 0.0239956 0.0203279 0.0234739 0.019886 0.0229523 0.0194441 0.0224306 0.0190022 0.377814 0.374279 0.368819 0.381169 0.359823 0.387289 0.436566 0.454459 0.425372 0.452009 0.414178 0.449074 0.43642 0.43906 0.424298 0.426471 0.412175 0.413904 0.400932 0.401786 0.388783 0.38664 0.376633 0.37168 0.349913 0.347355 0.338249 0.331856 0.326585 0.316628 0.294613 0.293941 0.283702 0.278234 0.27279 0.262898
0.29 3.42963 3.34809 0.168419 -0.17907 0.362973 7.0108 6.81989 10.2919 12.6256 13.5794 14.1556 13.3649 13.0298 12.1418 10.2556 10.0442 8.70695 5.8375 5.75666 4.36378 0.483824 0.0795774 0.458353 0.545194 0.0820502 0.0821721 0.746979 0.0645663 0.787022 0.881914 0.0690338 0.0625371 0.898466 0.0752163 0.915684 0.917096 0.0720698 0.0650116 0.90441 0.0772624 0.902917 0.878477 0.0729238 0.0647592 0.843266 0.0804287 0.833699 0.786646 0.0619179 0.0904513 0.726337 0.0767246 0.708744 0.65695 0.0748571 0.0867976 0.0240337 0.0209916 0.023533 0.0205543 0.0230323 0.020117 0.0225316 0.0196797 0.0220309 0.0192423 0.0215302 0.018805 0.352404 0.345228 0.344013 0.356169 0.335623 0.366175 0.43411 0.453678 0.422979 0.456375 0.411848 0.458318 0.448002 0.452503 0.435557 0.439722 0.423113 0.426953 0.411806 0.41219 0.399327 0.395856 0.386848 0.379762 0.355906 0.352878 0.344042 0.335352 0.332179 0.318222 0.292076 0.289576 0.281259 0.272496 0.270441 0.255904
0.33 3.21721 3.07496 0.207562 -0.186602 0.201427 6.42254 6.04937 9.56643 12.614 13.875 14.8476 14.2145 13.8975 12.9484 10.9727 10.6291 9.16901 6.10595 5.98618 4.4816 0.457733 0.0811191 0.426577 0.513626 0.0840568 0.0821366 0.722294 0.0692324 0.760145 0.878139 0.0710753 0.0634705 0.905003 0.078216 0.92796 0.932624 0.0748571 0.0684343 0.920622 0.0797264 0.918732 0.893046 0.0761789 0.0687663 0.857116 0.0822466 0.845341 0.790353 0.0662638 0.0932929 0.723447 0.078623 0.699062 0.639793 0.0785543 0.0900955 0.0229469 0.0205716 0.0224688 0.020143 0.0219908 0.0197145 0.0215127 0.0192859 0.0210346 0.0188573 0.0205566 0.0184287 0.329321 0.318431 0.32148 0.332394 0.313639 0.345307 0.42775 0.448187 0.416782 0.456587 0.405815 0.46394 0.456955 0.463694 0.444261 0.450983 0.431568 0.438263 0.421631 0.42158 0.408854 0.404249 0.396078 0.387202 0.361707 0.358072 0.34965 0.338541 0.337593 0.319534 0.289646 0.285016 0.278918 0.266587 0.26819 0.248764
0.37 2.98666 2.76731 0.224428 -0.187522 0.0593917 5.85307 5.2462 8.71521 12.3201 13.8861 15.2723 14.8381 14.5997 13.6152 11.602 11.1059 9.544 6.34846 6.1702 4.56766 0.44032 0.0824853 0.405289 0.489081 0.0859885 0.0822584 0.697034 0.0737857 0.728968 0.869811 0.0731134 0.0642133 0.908024 0.0815003 0.937158 0.945463 0.0775997 0.0717658 0.934986 0.0823759 0.933677 0.908043 0.0795757 0.0728998 0.872941 0.0841673 0.858563 0.797359 0.070713 0.0964988 0.726366 0.0804035 0.695347 0.629519 0.0823376 0.0936739 0.0218801 0.0200495 0.0214242 0.0196318 0.0209684 0.0192141 0.0205126 0.0187964 0.0200567 0.0183787 0.0196009 0.017961 0.309949 0.295676 0.30257 0.311523 0.29519 0.326254 0.418656 0.438764 0.407921 0.453246 0.397186 0.466375 0.463597 0.472891 0.450719 0.460485 0.437841 0.448037 0.430577 0.430284 0.417529 0.412191 0.404481 0.394414 0.367817 0.363408 0.355557 0.342004 0.343296 0.321241 0.288201 0.281269 0.277527 0.261536 0.266853 0.24252
